time_s,tavns_mean,tavns_sem,vc_mean,vc_sem
573.281250,0.533544,0.051831,0.398906,0.044884
573.750000,0.533837,0.051837,0.398378,0.044887
574.218750,0.534134,0.051841,0.397846,0.044896
574.687500,0.534434,0.051844,0.397310,0.044911
575.156250,0.534736,0.051845,0.396771,0.044931
575.625000,0.535041,0.051845,0.396228,0.044958
576.093750,0.535349,0.051843,0.395681,0.044990
576.562500,0.535659,0.051839,0.395130,0.045028
577.031250,0.535971,0.051835,0.394576,0.045072
577.500000,0.536284,0.051829,0.394018,0.045122
577.968750,0.536600,0.051822,0.393457,0.045177
578.437500,0.536917,0.051813,0.392892,0.045239
578.906250,0.537235,0.051804,0.392324,0.045306
579.375000,0.537555,0.051794,0.391753,0.045379
579.843750,0.537876,0.051782,0.391178,0.045457
580.312500,0.538197,0.051770,0.390600,0.045542
580.781250,0.538519,0.051757,0.390020,0.045631
581.250000,0.538841,0.051744,0.389437,0.045727
581.718750,0.539163,0.051729,0.388851,0.045827
582.187500,0.539485,0.051714,0.388262,0.045934
582.656250,0.539807,0.051699,0.387671,0.046045
583.125000,0.540128,0.051683,0.387078,0.046162
583.593750,0.540449,0.051666,0.386483,0.046284
584.062500,0.540768,0.051650,0.385885,0.046411
584.531250,0.541087,0.051633,0.385286,0.046543
585.000000,0.541404,0.051615,0.384686,0.046681
585.468750,0.541720,0.051598,0.384084,0.046823
585.937500,0.542034,0.051580,0.383481,0.046970
586.406250,0.542346,0.051562,0.382877,0.047122
586.875000,0.542656,0.051544,0.382271,0.047279
587.343750,0.542964,0.051526,0.381666,0.047440
587.812500,0.543270,0.051509,0.381059,0.047606
588.281250,0.543572,0.051491,0.380452,0.047777
588.750000,0.543872,0.051474,0.379845,0.047952
589.218750,0.544169,0.051457,0.379237,0.048132
589.687500,0.544463,0.051441,0.378630,0.048316
590.156250,0.544754,0.051425,0.378022,0.048504
590.625000,0.545042,0.051409,0.377415,0.048697
591.093750,0.545326,0.051394,0.376808,0.048894
591.562500,0.545606,0.051380,0.376201,0.049096
592.031250,0.545882,0.051367,0.375594,0.049302
592.500000,0.546155,0.051354,0.374988,0.049512
592.968750,0.546424,0.051343,0.374382,0.049727
593.437500,0.546689,0.051332,0.373777,0.049945
593.906250,0.546950,0.051323,0.373172,0.050168
594.375000,0.547207,0.051315,0.372567,0.050395
594.843750,0.547460,0.051308,0.371963,0.050627
595.312500,0.547709,0.051302,0.371360,0.050862
595.781250,0.547953,0.051298,0.370757,0.051102
596.250000,0.548194,0.051296,0.370154,0.051346
596.718750,0.548430,0.051295,0.369552,0.051594
597.187500,0.548662,0.051296,0.368950,0.051846
597.656250,0.548890,0.051298,0.368349,0.052103
598.125000,0.549114,0.051303,0.367747,0.052363
598.593750,0.549334,0.051309,0.367147,0.052628
599.062500,0.549551,0.051317,0.366546,0.052896
599.531250,0.549763,0.051328,0.365945,0.053168
600.000000,0.549972,0.051340,0.365345,0.053445
600.468750,0.550177,0.051355,0.364745,0.053725
600.937500,0.550380,0.051372,0.364145,0.054009
601.406250,0.550578,0.051391,0.363544,0.054297
601.875000,0.550774,0.051412,0.362943,0.054588
602.343750,0.550967,0.051435,0.362343,0.054883
602.812500,0.551157,0.051461,0.361742,0.055181
603.281250,0.551345,0.051489,0.361141,0.055483
603.750000,0.551530,0.051520,0.360539,0.055788
604.218750,0.551714,0.051553,0.359938,0.056096
604.687500,0.551895,0.051588,0.359336,0.056408
605.156250,0.552076,0.051626,0.358734,0.056722
605.625000,0.552255,0.051666,0.358131,0.057039
606.093750,0.552433,0.051708,0.357528,0.057358
606.562500,0.552610,0.051753,0.356926,0.057680
607.031250,0.552787,0.051800,0.356322,0.058004
607.500000,0.552963,0.051849,0.355719,0.058330
607.968750,0.553140,0.051901,0.355116,0.058658
608.437500,0.553317,0.051954,0.354513,0.058988
608.906250,0.553495,0.052010,0.353911,0.059319
609.375000,0.553673,0.052068,0.353309,0.059651
609.843750,0.553853,0.052127,0.352708,0.059985
610.312500,0.554035,0.052189,0.352108,0.060319
610.781250,0.554218,0.052253,0.351509,0.060653
611.250000,0.554403,0.052318,0.350912,0.060988
611.718750,0.554590,0.052386,0.350317,0.061322
612.187500,0.554780,0.052454,0.349724,0.061656
612.656250,0.554972,0.052525,0.349133,0.061990
613.125000,0.555168,0.052597,0.348546,0.062322
613.593750,0.555366,0.052670,0.347962,0.062653
614.062500,0.555568,0.052745,0.347381,0.062983
614.531250,0.555774,0.052821,0.346805,0.063311
615.000000,0.555983,0.052898,0.346233,0.063636
615.468750,0.556195,0.052976,0.345667,0.063959
615.937500,0.556412,0.053055,0.345106,0.064279
616.406250,0.556632,0.053135,0.344552,0.064595
616.875000,0.556857,0.053216,0.344003,0.064908
617.343750,0.557086,0.053297,0.343462,0.065218
617.812500,0.557319,0.053379,0.342929,0.065523
618.281250,0.557557,0.053461,0.342403,0.065823
618.750000,0.557799,0.053543,0.341886,0.066119
619.218750,0.558045,0.053626,0.341378,0.066410
619.687500,0.558296,0.053708,0.340880,0.066695
620.156250,0.558551,0.053791,0.340392,0.066975
620.625000,0.558810,0.053873,0.339915,0.067248
621.093750,0.559073,0.053955,0.339449,0.067516
621.562500,0.559341,0.054037,0.338995,0.067777
622.031250,0.559613,0.054118,0.338553,0.068031
622.500000,0.559889,0.054199,0.338124,0.068278
622.968750,0.560169,0.054279,0.337708,0.068519
623.437500,0.560453,0.054358,0.337306,0.068752
623.906250,0.560741,0.054436,0.336918,0.068978
624.375000,0.561032,0.054513,0.336545,0.069196
624.843750,0.561327,0.054589,0.336187,0.069406
625.312500,0.561626,0.054664,0.335844,0.069609
625.781250,0.561927,0.054737,0.335517,0.069804
626.250000,0.562232,0.054809,0.335207,0.069991
626.718750,0.562540,0.054879,0.334913,0.070170
627.187500,0.562851,0.054947,0.334636,0.070341
627.656250,0.563164,0.055014,0.334377,0.070504
628.125000,0.563480,0.055079,0.334135,0.070659
628.593750,0.563798,0.055143,0.333911,0.070807
629.062500,0.564119,0.055204,0.333705,0.070947
629.531250,0.564441,0.055263,0.333518,0.071079
630.000000,0.564765,0.055321,0.333349,0.071204
630.468750,0.565091,0.055376,0.333198,0.071321
630.937500,0.565418,0.055429,0.333066,0.071431
631.406250,0.565746,0.055480,0.332954,0.071534
631.875000,0.566075,0.055529,0.332859,0.071631
632.343750,0.566404,0.055575,0.332784,0.071721
632.812500,0.566734,0.055620,0.332729,0.071804
633.281250,0.567064,0.055662,0.332692,0.071882
633.750000,0.567394,0.055702,0.332674,0.071953
634.218750,0.567724,0.055740,0.332675,0.072019
634.687500,0.568053,0.055775,0.332694,0.072080
635.156250,0.568381,0.055809,0.332733,0.072135
635.625000,0.568708,0.055840,0.332790,0.072186
636.093750,0.569034,0.055870,0.332866,0.072233
636.562500,0.569358,0.055897,0.332961,0.072275
637.031250,0.569680,0.055922,0.333073,0.072313
637.500000,0.569999,0.055946,0.333204,0.072348
637.968750,0.570316,0.055967,0.333353,0.072380
638.437500,0.570630,0.055987,0.333520,0.072408
638.906250,0.570941,0.056005,0.333704,0.072434
639.375000,0.571248,0.056022,0.333906,0.072457
639.843750,0.571551,0.056037,0.334125,0.072478
640.312500,0.571850,0.056050,0.334362,0.072497
640.781250,0.572145,0.056062,0.334615,0.072515
641.250000,0.572435,0.056073,0.334885,0.072530
641.718750,0.572719,0.056083,0.335172,0.072545
642.187500,0.572998,0.056092,0.335475,0.072558
642.656250,0.573271,0.056100,0.335795,0.072571
643.125000,0.573538,0.056107,0.336131,0.072582
643.593750,0.573798,0.056113,0.336483,0.072593
644.062500,0.574051,0.056119,0.336851,0.072604
644.531250,0.574297,0.056124,0.337235,0.072614
645.000000,0.574536,0.056129,0.337635,0.072624
645.468750,0.574767,0.056133,0.338050,0.072634
645.937500,0.574990,0.056138,0.338480,0.072644
646.406250,0.575205,0.056142,0.338926,0.072654
646.875000,0.575411,0.056147,0.339388,0.072664
647.343750,0.575609,0.056152,0.339865,0.072675
647.812500,0.575797,0.056157,0.340357,0.072685
648.281250,0.575976,0.056163,0.340864,0.072696
648.750000,0.576146,0.056169,0.341386,0.072706
649.218750,0.576306,0.056176,0.341924,0.072718
649.687500,0.576457,0.056184,0.342476,0.072729
650.156250,0.576598,0.056192,0.343044,0.072740
650.625000,0.576729,0.056202,0.343627,0.072752
651.093750,0.576849,0.056213,0.344225,0.072764
651.562500,0.576960,0.056225,0.344838,0.072776
652.031250,0.577061,0.056239,0.345466,0.072789
652.500000,0.577152,0.056254,0.346109,0.072801
652.968750,0.577232,0.056270,0.346767,0.072814
653.437500,0.577303,0.056288,0.347440,0.072826
653.906250,0.577363,0.056308,0.348128,0.072839
654.375000,0.577414,0.056330,0.348831,0.072851
654.843750,0.577454,0.056353,0.349550,0.072864
655.312500,0.577485,0.056379,0.350283,0.072876
655.781250,0.577507,0.056407,0.351032,0.072888
656.250000,0.577518,0.056436,0.351796,0.072900
656.718750,0.577521,0.056468,0.352575,0.072912
657.187500,0.577514,0.056502,0.353369,0.072924
657.656250,0.577498,0.056539,0.354179,0.072935
658.125000,0.577474,0.056577,0.355003,0.072945
658.593750,0.577440,0.056618,0.355843,0.072956
659.062500,0.577399,0.056661,0.356697,0.072966
659.531250,0.577349,0.056707,0.357567,0.072975
660.000000,0.577291,0.056755,0.358452,0.072984
660.468750,0.577225,0.056805,0.359352,0.072993
660.937500,0.577151,0.056858,0.360268,0.073000
661.406250,0.577070,0.056913,0.361199,0.073008
661.875000,0.576982,0.056970,0.362144,0.073014
662.343750,0.576887,0.057030,0.363104,0.073020
662.812500,0.576786,0.057092,0.364080,0.073025
663.281250,0.576677,0.057156,0.365070,0.073030
663.750000,0.576563,0.057222,0.366076,0.073034
664.218750,0.576442,0.057290,0.367096,0.073037
664.687500,0.576316,0.057361,0.368131,0.073039
665.156250,0.576184,0.057433,0.369181,0.073040
665.625000,0.576046,0.057507,0.370245,0.073041
666.093750,0.575903,0.057584,0.371324,0.073040
666.562500,0.575756,0.057662,0.372417,0.073039
667.031250,0.575603,0.057741,0.373525,0.073037
667.500000,0.575446,0.057823,0.374647,0.073034
667.968750,0.575285,0.057905,0.375783,0.073029
668.437500,0.575120,0.057989,0.376933,0.073024
668.906250,0.574950,0.058075,0.378098,0.073018
669.375000,0.574777,0.058162,0.379275,0.073011
669.843750,0.574601,0.058249,0.380467,0.073002
670.312500,0.574421,0.058338,0.381672,0.072993
670.781250,0.574239,0.058428,0.382891,0.072982
671.250000,0.574054,0.058518,0.384122,0.072969
671.718750,0.573866,0.058609,0.385366,0.072956
672.187500,0.573675,0.058701,0.386623,0.072941
672.656250,0.573483,0.058793,0.387893,0.072925
673.125000,0.573289,0.058885,0.389174,0.072907
673.593750,0.573093,0.058978,0.390468,0.072888
674.062500,0.572896,0.059070,0.391774,0.072867
674.531250,0.572697,0.059163,0.393090,0.072845
675.000000,0.572497,0.059256,0.394418,0.072820
675.468750,0.572297,0.059349,0.395756,0.072794
675.937500,0.572096,0.059441,0.397105,0.072766
676.406250,0.571895,0.059533,0.398464,0.072736
676.875000,0.571693,0.059625,0.399832,0.072704
677.343750,0.571492,0.059716,0.401210,0.072670
677.812500,0.571291,0.059806,0.402597,0.072634
678.281250,0.571090,0.059896,0.403991,0.072596
678.750000,0.570890,0.059986,0.405393,0.072555
679.218750,0.570690,0.060074,0.406803,0.072512
679.687500,0.570492,0.060162,0.408220,0.072466
680.156250,0.570295,0.060248,0.409643,0.072418
680.625000,0.570099,0.060334,0.411071,0.072367
681.093750,0.569904,0.060419,0.412505,0.072314
681.562500,0.569711,0.060503,0.413943,0.072257
682.031250,0.569520,0.060586,0.415385,0.072198
682.500000,0.569331,0.060667,0.416831,0.072136
682.968750,0.569143,0.060748,0.418279,0.072071
683.437500,0.568958,0.060827,0.419730,0.072003
683.906250,0.568775,0.060906,0.421181,0.071932
684.375000,0.568594,0.060983,0.422634,0.071857
684.843750,0.568415,0.061059,0.424087,0.071780
685.312500,0.568238,0.061134,0.425540,0.071699
685.781250,0.568064,0.061208,0.426991,0.071616
686.250000,0.567892,0.061281,0.428441,0.071529
686.718750,0.567723,0.061353,0.429888,0.071438
687.187500,0.567555,0.061424,0.431332,0.071344
687.656250,0.567391,0.061494,0.432772,0.071247
688.125000,0.567228,0.061562,0.434208,0.071147
688.593750,0.567067,0.061630,0.435639,0.071043
689.062500,0.566908,0.061697,0.437065,0.070936
689.531250,0.566752,0.061762,0.438484,0.070825
690.000000,0.566598,0.061827,0.439896,0.070711
690.468750,0.566445,0.061891,0.441301,0.070594
690.937500,0.566294,0.061954,0.442698,0.070473
691.406250,0.566145,0.062017,0.444087,0.070348
691.875000,0.565997,0.062078,0.445466,0.070220
692.343750,0.565851,0.062139,0.446836,0.070089
692.812500,0.565706,0.062199,0.448195,0.069954
693.281250,0.565562,0.062259,0.449544,0.069816
693.750000,0.565419,0.062318,0.450882,0.069674
694.218750,0.565276,0.062376,0.452208,0.069529
694.687500,0.565135,0.062434,0.453522,0.069380
695.156250,0.564993,0.062491,0.454822,0.069228
695.625000,0.564853,0.062548,0.456111,0.069072
696.093750,0.564713,0.062604,0.457385,0.068913
696.562500,0.564572,0.062660,0.458646,0.068751
697.031250,0.564432,0.062715,0.459892,0.068585
697.500000,0.564291,0.062770,0.461123,0.068416
697.968750,0.564150,0.062825,0.462339,0.068243
698.437500,0.564008,0.062879,0.463539,0.068067
698.906250,0.563866,0.062933,0.464723,0.067888
699.375000,0.563723,0.062987,0.465890,0.067706
699.843750,0.563579,0.063040,0.467040,0.067520
700.312500,0.563433,0.063093,0.468173,0.067331
700.781250,0.563287,0.063146,0.469288,0.067139
701.250000,0.563138,0.063199,0.470385,0.066944
701.718750,0.562989,0.063251,0.471464,0.066746
702.187500,0.562837,0.063302,0.472523,0.066545
702.656250,0.562683,0.063354,0.473563,0.066342
703.125000,0.562527,0.063405,0.474583,0.066135
703.593750,0.562369,0.063455,0.475583,0.065926
704.062500,0.562208,0.063505,0.476562,0.065714
704.531250,0.562045,0.063555,0.477520,0.065499
705.000000,0.561878,0.063604,0.478457,0.065282
705.468750,0.561709,0.063653,0.479372,0.065063
705.937500,0.561536,0.063701,0.480266,0.064841
706.406250,0.561359,0.063749,0.481136,0.064617
706.875000,0.561179,0.063796,0.481984,0.064391
707.343750,0.560995,0.063843,0.482808,0.064163
707.812500,0.560807,0.063889,0.483609,0.063933
708.281250,0.560615,0.063934,0.484386,0.063701
708.750000,0.560418,0.063979,0.485138,0.063467
709.218750,0.560216,0.064023,0.485866,0.063232
709.687500,0.560010,0.064066,0.486569,0.062995
710.156250,0.559799,0.064108,0.487247,0.062756
710.625000,0.559582,0.064150,0.487899,0.062516
711.093750,0.559360,0.064191,0.488525,0.062275
711.562500,0.559132,0.064231,0.489125,0.062032
712.031250,0.558898,0.064271,0.489698,0.061789
712.500000,0.558659,0.064309,0.490245,0.061544
712.968750,0.558413,0.064347,0.490765,0.061298
713.437500,0.558161,0.064384,0.491258,0.061052
713.906250,0.557903,0.064421,0.491724,0.060804
714.375000,0.557637,0.064456,0.492163,0.060557
714.843750,0.557365,0.064491,0.492574,0.060308
715.312500,0.557086,0.064525,0.492959,0.060059
715.781250,0.556800,0.064558,0.493315,0.059810
716.250000,0.556507,0.064591,0.493645,0.059561
716.718750,0.556207,0.064623,0.493948,0.059311
717.187500,0.555899,0.064654,0.494223,0.059061
717.656250,0.555583,0.064684,0.494472,0.058812
718.125000,0.555260,0.064714,0.494695,0.058563
718.593750,0.554929,0.064744,0.494892,0.058314
719.062500,0.554590,0.064773,0.495062,0.058066
719.531250,0.554243,0.064801,0.495207,0.057819
720.000000,0.553889,0.064829,0.495328,0.057573
720.468750,0.553526,0.064857,0.495423,0.057327
720.937500,0.553156,0.064884,0.495495,0.057083
721.406250,0.552777,0.064911,0.495543,0.056841
721.875000,0.552391,0.064938,0.495569,0.056600
722.343750,0.551997,0.064965,0.495571,0.056361
722.812500,0.551595,0.064991,0.495552,0.056124
723.281250,0.551185,0.065017,0.495512,0.055890
723.750000,0.550767,0.065044,0.495452,0.055658
724.218750,0.550343,0.065070,0.495371,0.055429
724.687500,0.549910,0.065096,0.495270,0.055203
725.156250,0.549470,0.065122,0.495151,0.054980
725.625000,0.549023,0.065149,0.495013,0.054761
726.093750,0.548570,0.065175,0.494857,0.054546
726.562500,0.548109,0.065202,0.494685,0.054335
727.031250,0.547642,0.065229,0.494495,0.054128
727.500000,0.547169,0.065256,0.494289,0.053926
727.968750,0.546689,0.065283,0.494067,0.053729
728.437500,0.546204,0.065311,0.493830,0.053537
728.906250,0.545714,0.065339,0.493577,0.053350
729.375000,0.545218,0.065367,0.493310,0.053170
729.843750,0.544717,0.065396,0.493029,0.052995
730.312500,0.544212,0.065425,0.492733,0.052827
730.781250,0.543702,0.065454,0.492424,0.052665
731.250000,0.543188,0.065483,0.492101,0.052510
731.718750,0.542671,0.065513,0.491765,0.052362
732.187500,0.542151,0.065543,0.491415,0.052222
732.656250,0.541628,0.065573,0.491053,0.052089
733.125000,0.541103,0.065603,0.490678,0.051965
733.593750,0.540575,0.065633,0.490291,0.051848
734.062500,0.540046,0.065664,0.489891,0.051740
734.531250,0.539515,0.065695,0.489478,0.051640
735.000000,0.538984,0.065725,0.489054,0.051549
735.468750,0.538452,0.065756,0.488617,0.051467
735.937500,0.537920,0.065786,0.488167,0.051395
736.406250,0.537388,0.065817,0.487706,0.051332
736.875000,0.536857,0.065847,0.487232,0.051278
737.343750,0.536327,0.065877,0.486747,0.051235
737.812500,0.535798,0.065906,0.486250,0.051201
738.281250,0.535271,0.065936,0.485740,0.051178
738.750000,0.534746,0.065964,0.485219,0.051165
739.218750,0.534223,0.065992,0.484685,0.051163
739.687500,0.533704,0.066020,0.484140,0.051171
740.156250,0.533187,0.066047,0.483582,0.051189
740.625000,0.532674,0.066073,0.483013,0.051219
741.093750,0.532164,0.066098,0.482431,0.051260
741.562500,0.531658,0.066122,0.481838,0.051311
742.031250,0.531156,0.066145,0.481233,0.051374
742.500000,0.530659,0.066167,0.480616,0.051448
742.968750,0.530166,0.066187,0.479987,0.051532
743.437500,0.529678,0.066207,0.479346,0.051628
743.906250,0.529195,0.066225,0.478694,0.051736
744.375000,0.528716,0.066241,0.478029,0.051854
744.843750,0.528243,0.066256,0.477353,0.051983
745.312500,0.527774,0.066269,0.476665,0.052124
745.781250,0.527311,0.066281,0.475965,0.052275
746.250000,0.526853,0.066290,0.475253,0.052438
746.718750,0.526401,0.066298,0.474530,0.052611
747.187500,0.525953,0.066304,0.473795,0.052795
747.656250,0.525511,0.066307,0.473049,0.052989
748.125000,0.525074,0.066309,0.472291,0.053194
748.593750,0.524642,0.066309,0.471522,0.053409
749.062500,0.524216,0.066306,0.470741,0.053634
749.531250,0.523794,0.066301,0.469949,0.053869
750.000000,0.523377,0.066293,0.469146,0.054113
750.468750,0.522964,0.066283,0.468332,0.054367
750.937500,0.522556,0.066271,0.467506,0.054631
751.406250,0.522153,0.066256,0.466669,0.054903
751.875000,0.521753,0.066239,0.465821,0.055183
752.343750,0.521358,0.066219,0.464962,0.055473
752.812500,0.520967,0.066196,0.464092,0.055770
753.281250,0.520579,0.066171,0.463212,0.056075
753.750000,0.520195,0.066143,0.462320,0.056387
754.218750,0.519815,0.066112,0.461418,0.056707
754.687500,0.519437,0.066079,0.460504,0.057034
755.156250,0.519062,0.066043,0.459581,0.057367
755.625000,0.518690,0.066004,0.458646,0.057706
756.093750,0.518320,0.065963,0.457701,0.058050
756.562500,0.517952,0.065919,0.456745,0.058401
757.031250,0.517586,0.065872,0.455779,0.058756
757.500000,0.517222,0.065822,0.454802,0.059116
757.968750,0.516859,0.065770,0.453815,0.059480
758.437500,0.516498,0.065715,0.452818,0.059848
758.906250,0.516138,0.065657,0.451810,0.060220
759.375000,0.515778,0.065597,0.450792,0.060595
759.843750,0.515419,0.065534,0.449764,0.060973
760.312500,0.515060,0.065468,0.448726,0.061353
760.781250,0.514701,0.065400,0.447677,0.061735
761.250000,0.514342,0.065329,0.446619,0.062119
761.718750,0.513982,0.065256,0.445552,0.062504
762.187500,0.513622,0.065180,0.444474,0.062890
762.656250,0.513262,0.065102,0.443387,0.063276
763.125000,0.512900,0.065021,0.442291,0.063663
763.593750,0.512537,0.064937,0.441185,0.064049
764.062500,0.512173,0.064852,0.440070,0.064435
764.531250,0.511808,0.064764,0.438947,0.064820
765.000000,0.511441,0.064673,0.437815,0.065203
765.468750,0.511072,0.064581,0.436674,0.065585
765.937500,0.510701,0.064486,0.435525,0.065965
766.406250,0.510329,0.064388,0.434368,0.066343
766.875000,0.509954,0.064289,0.433204,0.066718
767.343750,0.509578,0.064187,0.432031,0.067090
767.812500,0.509199,0.064084,0.430852,0.067459
768.281250,0.508818,0.063978,0.429665,0.067824
768.750000,0.508434,0.063870,0.428472,0.068185
769.218750,0.508048,0.063760,0.427273,0.068542
769.687500,0.507660,0.063648,0.426068,0.068895
770.156250,0.507270,0.063534,0.424858,0.069242
770.625000,0.506877,0.063419,0.423642,0.069585
771.093750,0.506482,0.063301,0.422422,0.069922
771.562500,0.506084,0.063182,0.421198,0.070254
772.031250,0.505685,0.063061,0.419970,0.070580
772.500000,0.505283,0.062938,0.418738,0.070899
772.968750,0.504879,0.062813,0.417504,0.071212
773.437500,0.504473,0.062686,0.416267,0.071519
773.906250,0.504065,0.062558,0.415029,0.071818
774.375000,0.503656,0.062428,0.413789,0.072111
774.843750,0.503244,0.062297,0.412549,0.072396
775.312500,0.502831,0.062164,0.411308,0.072674
775.781250,0.502417,0.062030,0.410068,0.072944
776.250000,0.502001,0.061893,0.408828,0.073206
776.718750,0.501584,0.061756,0.407590,0.073460
777.187500,0.501167,0.061617,0.406354,0.073705
777.656250,0.500749,0.061476,0.405120,0.073943
778.125000,0.500329,0.061334,0.403890,0.074171
778.593750,0.499910,0.061190,0.402663,0.074390
779.062500,0.499491,0.061045,0.401440,0.074601
779.531250,0.499072,0.060899,0.400223,0.074802
780.000000,0.498653,0.060751,0.399010,0.074994
780.468750,0.498235,0.060601,0.397804,0.075176
780.937500,0.497817,0.060451,0.396604,0.075349
781.406250,0.497401,0.060299,0.395412,0.075512
781.875000,0.496986,0.060145,0.394226,0.075665
782.343750,0.496572,0.059990,0.393049,0.075808
782.812500,0.496160,0.059834,0.391881,0.075941
783.281250,0.495749,0.059677,0.390722,0.076064
783.750000,0.495341,0.059518,0.389573,0.076176
784.218750,0.494935,0.059358,0.388434,0.076278
784.687500,0.494532,0.059197,0.387306,0.076369
785.156250,0.494132,0.059034,0.386189,0.076449
785.625000,0.493734,0.058870,0.385084,0.076519
786.093750,0.493340,0.058705,0.383990,0.076578
786.562500,0.492949,0.058539,0.382910,0.076626
787.031250,0.492562,0.058372,0.381842,0.076663
787.500000,0.492178,0.058203,0.380788,0.076690
787.968750,0.491798,0.058034,0.379748,0.076705
788.437500,0.491422,0.057863,0.378722,0.076709
788.906250,0.491050,0.057691,0.377710,0.076703
789.375000,0.490683,0.057519,0.376714,0.076685
789.843750,0.490320,0.057345,0.375733,0.076656
790.312500,0.489962,0.057170,0.374767,0.076616
790.781250,0.489609,0.056995,0.373817,0.076565
791.250000,0.489260,0.056819,0.372884,0.076503
791.718750,0.488918,0.056641,0.371967,0.076431
792.187500,0.488580,0.056463,0.371067,0.076347
792.656250,0.488248,0.056285,0.370184,0.076253
793.125000,0.487922,0.056105,0.369318,0.076148
793.593750,0.487601,0.055925,0.368470,0.076032
794.062500,0.487287,0.055745,0.367639,0.075906
794.531250,0.486979,0.055564,0.366826,0.075769
795.000000,0.486677,0.055382,0.366032,0.075623
795.468750,0.486382,0.055200,0.365255,0.075466
795.937500,0.486094,0.055018,0.364497,0.075299
796.406250,0.485813,0.054835,0.363758,0.075122
796.875000,0.485539,0.054652,0.363037,0.074936
797.343750,0.485272,0.054469,0.362335,0.074740
797.812500,0.485014,0.054285,0.361653,0.074536
798.281250,0.484763,0.054102,0.360989,0.074322
798.750000,0.484520,0.053918,0.360344,0.074099
799.218750,0.484285,0.053735,0.359719,0.073868
799.687500,0.484059,0.053552,0.359113,0.073629
800.156250,0.483841,0.053369,0.358527,0.073382
800.625000,0.483632,0.053186,0.357960,0.073127
801.093750,0.483433,0.053003,0.357412,0.072865
801.562500,0.483242,0.052821,0.356884,0.072595
802.031250,0.483061,0.052639,0.356376,0.072319
802.500000,0.482890,0.052458,0.355887,0.072036
802.968750,0.482729,0.052277,0.355417,0.071748
803.437500,0.482577,0.052097,0.354967,0.071453
803.906250,0.482436,0.051918,0.354536,0.071153
804.375000,0.482306,0.051739,0.354125,0.070848
804.843750,0.482186,0.051562,0.353733,0.070539
805.312500,0.482076,0.051385,0.353359,0.070225
805.781250,0.481978,0.051209,0.353004,0.069908
806.250000,0.481891,0.051035,0.352668,0.069587
806.718750,0.481815,0.050861,0.352350,0.069263
807.187500,0.481750,0.050689,0.352050,0.068936
807.656250,0.481697,0.050518,0.351768,0.068608
808.125000,0.481656,0.050349,0.351503,0.068277
808.593750,0.481626,0.050181,0.351255,0.067946
809.062500,0.481608,0.050015,0.351023,0.067614
809.531250,0.481601,0.049850,0.350808,0.067281
810.000000,0.481607,0.049687,0.350609,0.066949
810.468750,0.481624,0.049526,0.350424,0.066617
810.937500,0.481653,0.049366,0.350255,0.066287
811.406250,0.481695,0.049209,0.350100,0.065958
811.875000,0.481748,0.049054,0.349959,0.065631
812.343750,0.481812,0.048901,0.349832,0.065307
812.812500,0.481889,0.048750,0.349718,0.064986
813.281250,0.481977,0.048601,0.349616,0.064668
813.750000,0.482077,0.048455,0.349526,0.064354
814.218750,0.482188,0.048312,0.349448,0.064044
814.687500,0.482310,0.048170,0.349381,0.063739
815.156250,0.482443,0.048032,0.349325,0.063439
815.625000,0.482588,0.047896,0.349280,0.063145
816.093750,0.482742,0.047763,0.349245,0.062856
816.562500,0.482907,0.047632,0.349220,0.062574
817.031250,0.483083,0.047505,0.349205,0.062298
817.500000,0.483267,0.047381,0.349199,0.062029
817.968750,0.483462,0.047259,0.349202,0.061767
818.437500,0.483665,0.047141,0.349214,0.061513
818.906250,0.483878,0.047026,0.349234,0.061266
819.375000,0.484098,0.046914,0.349264,0.061027
819.843750,0.484327,0.046806,0.349301,0.060796
820.312500,0.484564,0.046701,0.349348,0.060573
820.781250,0.484807,0.046599,0.349402,0.060359
821.250000,0.485058,0.046501,0.349465,0.060154
821.718750,0.485315,0.046407,0.349535,0.059957
822.187500,0.485578,0.046316,0.349615,0.059769
822.656250,0.485847,0.046229,0.349702,0.059590
823.125000,0.486121,0.046146,0.349797,0.059420
823.593750,0.486399,0.046066,0.349901,0.059259
824.062500,0.486681,0.045991,0.350013,0.059107
824.531250,0.486967,0.045920,0.350133,0.058964
825.000000,0.487257,0.045853,0.350261,0.058831
825.468750,0.487549,0.045790,0.350398,0.058706
825.937500,0.487843,0.045732,0.350544,0.058591
826.406250,0.488139,0.045678,0.350698,0.058484
826.875000,0.488437,0.045628,0.350860,0.058387
827.343750,0.488735,0.045583,0.351032,0.058298
827.812500,0.489034,0.045543,0.351212,0.058218
828.281250,0.489333,0.045507,0.351401,0.058147
828.750000,0.489632,0.045475,0.351599,0.058084
829.218750,0.489929,0.045449,0.351807,0.058030
829.687500,0.490225,0.045427,0.352023,0.057984
830.156250,0.490520,0.045411,0.352249,0.057946
830.625000,0.490813,0.045399,0.352485,0.057916
831.093750,0.491103,0.045392,0.352730,0.057894
831.562500,0.491390,0.045390,0.352985,0.057880
832.031250,0.491675,0.045393,0.353249,0.057873
832.500000,0.491956,0.045400,0.353523,0.057873
832.968750,0.492233,0.045413,0.353808,0.057880
833.437500,0.492507,0.045431,0.354102,0.057895
833.906250,0.492776,0.045453,0.354406,0.057915
834.375000,0.493041,0.045481,0.354721,0.057943
