time_s,raw,expanding_mean,rm_90s
60.000000,-0.735189,-0.735189,-0.735189
60.468750,-0.732930,-0.734059,-0.734059
60.937500,-0.730828,-0.732982,-0.732982
61.406250,-0.728894,-0.731960,-0.731960
61.875000,-0.727138,-0.730996,-0.730996
62.343750,-0.725568,-0.730091,-0.730091
62.812500,-0.724191,-0.729248,-0.729248
63.281250,-0.723012,-0.728469,-0.728469
63.750000,-0.722035,-0.727754,-0.727754
64.218750,-0.721261,-0.727104,-0.727104
64.687500,-0.720691,-0.726521,-0.726521
65.156250,-0.720321,-0.726005,-0.726005
65.625000,-0.720150,-0.725554,-0.725554
66.093750,-0.720170,-0.725170,-0.725170
66.562500,-0.720373,-0.724850,-0.724850
67.031250,-0.720751,-0.724594,-0.724594
67.500000,-0.721292,-0.724399,-0.724399
67.968750,-0.721983,-0.724265,-0.724265
68.437500,-0.722809,-0.724189,-0.724189
68.906250,-0.723755,-0.724167,-0.724167
69.375000,-0.724804,-0.724197,-0.724197
69.843750,-0.725938,-0.724276,-0.724276
70.312500,-0.727138,-0.724401,-0.724401
70.781250,-0.728384,-0.724567,-0.724567
71.250000,-0.729657,-0.724770,-0.724770
71.718750,-0.730937,-0.725008,-0.725008
72.187500,-0.732204,-0.725274,-0.725274
72.656250,-0.733438,-0.725566,-0.725566
73.125000,-0.734620,-0.725878,-0.725878
73.593750,-0.735733,-0.726206,-0.726206
74.062500,-0.736757,-0.726547,-0.726547
74.531250,-0.737678,-0.726895,-0.726895
75.000000,-0.738479,-0.727246,-0.727246
75.468750,-0.739147,-0.727596,-0.727596
75.937500,-0.739669,-0.727941,-0.727941
76.406250,-0.740033,-0.728277,-0.728277
76.875000,-0.740230,-0.728600,-0.728600
77.343750,-0.740252,-0.728906,-0.728906
77.812500,-0.740092,-0.729193,-0.729193
78.281250,-0.739744,-0.729457,-0.729457
78.750000,-0.739204,-0.729695,-0.729695
79.218750,-0.738471,-0.729904,-0.729904
79.687500,-0.737542,-0.730081,-0.730081
80.156250,-0.736418,-0.730225,-0.730225
80.625000,-0.735099,-0.730333,-0.730333
81.093750,-0.733586,-0.730404,-0.730404
81.562500,-0.731884,-0.730436,-0.730436
82.031250,-0.729994,-0.730426,-0.730426
82.500000,-0.727922,-0.730375,-0.730375
82.968750,-0.725671,-0.730281,-0.730281
83.437500,-0.723247,-0.730143,-0.730143
83.906250,-0.720655,-0.729961,-0.729961
84.375000,-0.717900,-0.729733,-0.729733
84.843750,-0.714990,-0.729460,-0.729460
85.312500,-0.711928,-0.729141,-0.729141
85.781250,-0.708722,-0.728777,-0.728777
86.250000,-0.705378,-0.728366,-0.728366
86.718750,-0.701901,-0.727910,-0.727910
87.187500,-0.698297,-0.727408,-0.727408
87.656250,-0.694573,-0.726861,-0.726861
88.125000,-0.690733,-0.726269,-0.726269
88.593750,-0.686783,-0.725632,-0.725632
89.062500,-0.682729,-0.724951,-0.724951
89.531250,-0.678575,-0.724226,-0.724226
90.000000,-0.674325,-0.723458,-0.723458
90.468750,-0.669986,-0.722648,-0.722648
90.937500,-0.665560,-0.721796,-0.721796
91.406250,-0.661053,-0.720903,-0.720903
91.875000,-0.656467,-0.719969,-0.719969
92.343750,-0.651807,-0.718995,-0.718995
92.812500,-0.647076,-0.717982,-0.717982
93.281250,-0.642277,-0.716931,-0.716931
93.750000,-0.637413,-0.715842,-0.715842
94.218750,-0.632486,-0.714715,-0.714715
94.687500,-0.627499,-0.713552,-0.713552
95.156250,-0.622455,-0.712354,-0.712354
95.625000,-0.617355,-0.711120,-0.711120
96.093750,-0.612200,-0.709852,-0.709852
96.562500,-0.606994,-0.708550,-0.708550
97.031250,-0.601737,-0.707215,-0.707215
97.500000,-0.596430,-0.705847,-0.705847
97.968750,-0.591075,-0.704447,-0.704447
98.437500,-0.585671,-0.703016,-0.703016
98.906250,-0.580221,-0.701554,-0.701554
99.375000,-0.574725,-0.700062,-0.700062
99.843750,-0.569183,-0.698540,-0.698540
100.312500,-0.563594,-0.696989,-0.696989
100.781250,-0.557960,-0.695409,-0.695409
101.250000,-0.552281,-0.693801,-0.693801
101.718750,-0.546555,-0.692165,-0.692165
102.187500,-0.540783,-0.690502,-0.690502
