time_s,raw,expanding_mean,rm_60s,rm_90s,rm_120s
60.000000,0.090862,0.090862,0.090862,0.090862,0.090862
60.468750,0.097104,0.093983,0.093983,0.093983,0.093983
60.937500,0.103087,0.097018,0.097018,0.097018,0.097018
61.406250,0.108817,0.099968,0.099968,0.099968,0.099968
61.875000,0.114305,0.102835,0.102835,0.102835,0.102835
62.343750,0.119558,0.105622,0.105622,0.105622,0.105622
62.812500,0.124588,0.108332,0.108332,0.108332,0.108332
63.281250,0.129406,0.110966,0.110966,0.110966,0.110966
63.750000,0.134023,0.113528,0.113528,0.113528,0.113528
64.218750,0.138451,0.116020,0.116020,0.116020,0.116020
64.687500,0.142704,0.118446,0.118446,0.118446,0.118446
65.156250,0.146794,0.120808,0.120808,0.120808,0.120808
65.625000,0.150736,0.123110,0.123110,0.123110,0.123110
66.093750,0.154542,0.125356,0.125356,0.125356,0.125356
66.562500,0.158227,0.127547,0.127547,0.127547,0.127547
67.031250,0.161805,0.129688,0.129688,0.129688,0.129688
67.500000,0.165289,0.131782,0.131782,0.131782,0.131782
67.968750,0.168695,0.133833,0.133833,0.133833,0.133833
68.437500,0.172036,0.135844,0.135844,0.135844,0.135844
68.906250,0.175325,0.137818,0.137818,0.137818,0.137818
69.375000,0.178576,0.139759,0.139759,0.139759,0.139759
69.843750,0.181802,0.141670,0.141670,0.141670,0.141670
70.312500,0.185017,0.143554,0.143554,0.143554,0.143554
70.781250,0.188232,0.145416,0.145416,0.145416,0.145416
71.250000,0.191460,0.147258,0.147258,0.147258,0.147258
71.718750,0.194713,0.149083,0.149083,0.149083,0.149083
72.187500,0.198002,0.150895,0.150895,0.150895,0.150895
72.656250,0.201337,0.152696,0.152696,0.152696,0.152696
73.125000,0.204729,0.154490,0.154490,0.154490,0.154490
73.593750,0.208187,0.156280,0.156280,0.156280,0.156280
74.062500,0.211721,0.158069,0.158069,0.158069,0.158069
74.531250,0.215337,0.159858,0.159858,0.159858,0.159858
75.000000,0.219045,0.161652,0.161652,0.161652,0.161652
75.468750,0.222852,0.163452,0.163452,0.163452,0.163452
75.937500,0.226764,0.165261,0.165261,0.165261,0.165261
76.406250,0.230786,0.167081,0.167081,0.167081,0.167081
76.875000,0.234924,0.168915,0.168915,0.168915,0.168915
77.343750,0.239183,0.170764,0.170764,0.170764,0.170764
77.812500,0.243567,0.172630,0.172630,0.172630,0.172630
78.281250,0.248078,0.174517,0.174517,0.174517,0.174517
78.750000,0.252719,0.176424,0.176424,0.176424,0.176424
79.218750,0.257492,0.178354,0.178354,0.178354,0.178354
79.687500,0.262398,0.180309,0.180309,0.180309,0.180309
80.156250,0.267438,0.182289,0.182289,0.182289,0.182289
80.625000,0.272611,0.184296,0.184296,0.184296,0.184296
81.093750,0.277918,0.186331,0.186331,0.186331,0.186331
81.562500,0.283355,0.188396,0.188396,0.188396,0.188396
82.031250,0.288923,0.190490,0.190490,0.190490,0.190490
82.500000,0.294616,0.192615,0.192615,0.192615,0.192615
82.968750,0.300434,0.194771,0.194771,0.194771,0.194771
83.437500,0.306371,0.196960,0.196960,0.196960,0.196960
83.906250,0.312423,0.199180,0.199180,0.199180,0.199180
84.375000,0.318586,0.201433,0.201433,0.201433,0.201433
84.843750,0.324853,0.203719,0.203719,0.203719,0.203719
85.312500,0.331220,0.206037,0.206037,0.206037,0.206037
85.781250,0.337679,0.208388,0.208388,0.208388,0.208388
86.250000,0.344224,0.210771,0.210771,0.210771,0.210771
86.718750,0.350848,0.213186,0.213186,0.213186,0.213186
87.187500,0.357541,0.215632,0.215632,0.215632,0.215632
87.656250,0.364298,0.218110,0.218110,0.218110,0.218110
88.125000,0.371108,0.220618,0.220618,0.220618,0.220618
88.593750,0.377964,0.223156,0.223156,0.223156,0.223156
89.062500,0.384857,0.225723,0.225723,0.225723,0.225723
89.531250,0.391777,0.228317,0.228317,0.228317,0.228317
90.000000,0.398715,0.230939,0.230939,0.230939,0.230939
90.468750,0.405661,0.233586,0.233586,0.233586,0.233586
90.937500,0.412607,0.236258,0.236258,0.236258,0.236258
91.406250,0.419542,0.238954,0.238954,0.238954,0.238954
91.875000,0.426456,0.241671,0.241671,0.241671,0.241671
92.343750,0.433341,0.244409,0.244409,0.244409,0.244409
92.812500,0.440185,0.247167,0.247167,0.247167,0.247167
93.281250,0.446980,0.249942,0.249942,0.249942,0.249942
93.750000,0.453716,0.252733,0.252733,0.252733,0.252733
94.218750,0.460384,0.255539,0.255539,0.255539,0.255539
94.687500,0.466974,0.258358,0.258358,0.258358,0.258358
95.156250,0.473478,0.261189,0.261189,0.261189,0.261189
95.625000,0.479887,0.264029,0.264029,0.264029,0.264029
