time_s,raw,expanding_mean,rm_90s
60.000000,-0.789089,-0.789089,-0.789089
60.468750,-0.785592,-0.787341,-0.787341
60.937500,-0.782092,-0.785591,-0.785591
61.406250,-0.778591,-0.783841,-0.783841
61.875000,-0.775094,-0.782092,-0.782092
62.343750,-0.771602,-0.780343,-0.780343
62.812500,-0.768118,-0.778597,-0.778597
63.281250,-0.764645,-0.776853,-0.776853
63.750000,-0.761185,-0.775112,-0.775112
64.218750,-0.757738,-0.773375,-0.773375
64.687500,-0.754307,-0.771641,-0.771641
65.156250,-0.750891,-0.769912,-0.769912
65.625000,-0.747491,-0.768187,-0.768187
66.093750,-0.744107,-0.766467,-0.766467
66.562500,-0.740738,-0.764752,-0.764752
67.031250,-0.737384,-0.763042,-0.763042
67.500000,-0.734043,-0.761336,-0.761336
67.968750,-0.730714,-0.759635,-0.759635
68.437500,-0.727395,-0.757938,-0.757938
68.906250,-0.724084,-0.756245,-0.756245
69.375000,-0.720778,-0.754556,-0.754556
69.843750,-0.717476,-0.752871,-0.752871
70.312500,-0.714175,-0.751188,-0.751188
70.781250,-0.710872,-0.749508,-0.749508
71.250000,-0.707564,-0.747831,-0.747831
71.718750,-0.704248,-0.746154,-0.746154
72.187500,-0.700921,-0.744479,-0.744479
72.656250,-0.697581,-0.742804,-0.742804
73.125000,-0.694224,-0.741129,-0.741129
73.593750,-0.690848,-0.739453,-0.739453
74.062500,-0.687449,-0.737775,-0.737775
74.531250,-0.684025,-0.736096,-0.736096
75.000000,-0.680572,-0.734413,-0.734413
75.468750,-0.677089,-0.732727,-0.732727
75.937500,-0.673572,-0.731037,-0.731037
76.406250,-0.670019,-0.729342,-0.729342
76.875000,-0.666428,-0.727642,-0.727642
77.343750,-0.662796,-0.725935,-0.725935
77.812500,-0.659121,-0.724222,-0.724222
78.281250,-0.655402,-0.722502,-0.722502
78.750000,-0.651635,-0.720773,-0.720773
79.218750,-0.647820,-0.719036,-0.719036
79.687500,-0.643955,-0.717290,-0.717290
80.156250,-0.640039,-0.715534,-0.715534
80.625000,-0.636070,-0.713768,-0.713768
81.093750,-0.632047,-0.711992,-0.711992
81.562500,-0.627969,-0.710204,-0.710204
82.031250,-0.623835,-0.708405,-0.708405
82.500000,-0.619646,-0.706593,-0.706593
82.968750,-0.615399,-0.704770,-0.704770
83.437500,-0.611095,-0.702933,-0.702933
83.906250,-0.606734,-0.701083,-0.701083
84.375000,-0.602316,-0.699219,-0.699219
84.843750,-0.597840,-0.697342,-0.697342
85.312500,-0.593308,-0.695450,-0.695450
85.781250,-0.588720,-0.693544,-0.693544
86.250000,-0.584076,-0.691624,-0.691624
86.718750,-0.579378,-0.689689,-0.689689
87.187500,-0.574627,-0.687739,-0.687739
87.656250,-0.569824,-0.685773,-0.685773
88.125000,-0.564970,-0.683793,-0.683793
88.593750,-0.560067,-0.681797,-0.681797
89.062500,-0.555118,-0.679787,-0.679787
89.531250,-0.550123,-0.677761,-0.677761
90.000000,-0.545086,-0.675719,-0.675719
90.468750,-0.540009,-0.673663,-0.673663
90.937500,-0.534895,-0.671592,-0.671592
91.406250,-0.529746,-0.669506,-0.669506
91.875000,-0.524567,-0.667405,-0.667405
92.343750,-0.519360,-0.665291,-0.665291
92.812500,-0.514129,-0.663161,-0.663161
93.281250,-0.508878,-0.661019,-0.661019
93.750000,-0.503611,-0.658862,-0.658862
94.218750,-0.498332,-0.656693,-0.656693
94.687500,-0.493045,-0.654511,-0.654511
95.156250,-0.487757,-0.652317,-0.652317
95.625000,-0.482471,-0.650111,-0.650111
96.093750,-0.477193,-0.647894,-0.647894
96.562500,-0.471928,-0.645667,-0.645667
97.031250,-0.466683,-0.643430,-0.643430
97.500000,-0.461463,-0.641183,-0.641183
97.968750,-0.456273,-0.638928,-0.638928
98.437500,-0.451121,-0.636665,-0.636665
98.906250,-0.446013,-0.634396,-0.634396
99.375000,-0.440956,-0.632120,-0.632120
99.843750,-0.435956,-0.629839,-0.629839
100.312500,-0.431020,-0.627554,-0.627554
100.781250,-0.426155,-0.625265,-0.625265
101.250000,-0.421370,-0.622974,-0.622974
101.718750,-0.416670,-0.620682,-0.620682
102.187500,-0.412063,-0.618389,-0.618389
102.656250,-0.407557,-0.616098,-0.616098
103.125000,-0.403158,-0.613808,-0.613808
103.593750,-0.398875,-0.611521,-0.611521
104.062500,-0.394713,-0.609239,-0.609239
104.531250,-0.390681,-0.606963,-0.606963
105.000000,-0.386785,-0.604693,-0.604693
105.468750,-0.383032,-0.602431,-0.602431
105.937500,-0.379427,-0.600178,-0.600178
106.406250,-0.375978,-0.597936,-0.597936
106.875000,-0.372690,-0.595706,-0.595706
107.343750,-0.369568,-0.593489,-0.593489
107.812500,-0.366617,-0.591286,-0.591286
108.281250,-0.363842,-0.589099,-0.589099
108.750000,-0.361246,-0.586929,-0.586929
109.218750,-0.358832,-0.584778,-0.584778
109.687500,-0.356604,-0.582645,-0.582645
110.156250,-0.354562,-0.580533,-0.580533
110.625000,-0.352709,-0.578443,-0.578443
111.093750,-0.351044,-0.576376,-0.576376
111.562500,-0.349567,-0.574333,-0.574333
112.031250,-0.348278,-0.572314,-0.572314
112.500000,-0.347173,-0.570322,-0.570322
112.968750,-0.346251,-0.568356,-0.568356
113.437500,-0.345507,-0.566418,-0.566418
113.906250,-0.344938,-0.564509,-0.564509
114.375000,-0.344537,-0.562629,-0.562629
114.843750,-0.344298,-0.560779,-0.560779
115.312500,-0.344215,-0.558959,-0.558959
115.781250,-0.344279,-0.557170,-0.557170
116.250000,-0.344483,-0.555412,-0.555412
116.718750,-0.344816,-0.553686,-0.553686
117.187500,-0.345269,-0.551991,-0.551991
117.656250,-0.345831,-0.550329,-0.550329
118.125000,-0.346491,-0.548698,-0.548698
118.593750,-0.347238,-0.547099,-0.547099
119.062500,-0.348059,-0.545532,-0.545532
119.531250,-0.348942,-0.543996,-0.543996
