time_s,raw,expanding_mean,rm_90s
60.000000,-0.780265,-0.780265,-0.780265
60.468750,-0.781676,-0.780970,-0.780970
60.937500,-0.783104,-0.781682,-0.781682
61.406250,-0.784543,-0.782397,-0.782397
61.875000,-0.785984,-0.783114,-0.783114
62.343750,-0.787418,-0.783832,-0.783832
62.812500,-0.788834,-0.784546,-0.784546
63.281250,-0.790224,-0.785256,-0.785256
63.750000,-0.791575,-0.785958,-0.785958
64.218750,-0.792878,-0.786650,-0.786650
64.687500,-0.794122,-0.787329,-0.787329
65.156250,-0.795294,-0.787993,-0.787993
65.625000,-0.796383,-0.788638,-0.788638
66.093750,-0.797379,-0.789263,-0.789263
66.562500,-0.798269,-0.789863,-0.789863
67.031250,-0.799042,-0.790437,-0.790437
67.500000,-0.799688,-0.790981,-0.790981
67.968750,-0.800194,-0.791493,-0.791493
68.437500,-0.800551,-0.791970,-0.791970
68.906250,-0.800748,-0.792409,-0.792409
69.375000,-0.800774,-0.792807,-0.792807
69.843750,-0.800618,-0.793162,-0.793162
70.312500,-0.800269,-0.793471,-0.793471
70.781250,-0.799718,-0.793731,-0.793731
71.250000,-0.798955,-0.793940,-0.793940
71.718750,-0.797968,-0.794095,-0.794095
72.187500,-0.796747,-0.794193,-0.794193
72.656250,-0.795283,-0.794232,-0.794232
73.125000,-0.793565,-0.794209,-0.794209
73.593750,-0.791582,-0.794122,-0.794122
74.062500,-0.789323,-0.793967,-0.793967
74.531250,-0.786775,-0.793742,-0.793742
75.000000,-0.783928,-0.793445,-0.793445
75.468750,-0.780767,-0.793072,-0.793072
75.937500,-0.777280,-0.792621,-0.792621
76.406250,-0.773452,-0.792088,-0.792088
76.875000,-0.769270,-0.791472,-0.791472
77.343750,-0.764719,-0.790768,-0.790768
77.812500,-0.759783,-0.789973,-0.789973
78.281250,-0.754446,-0.789085,-0.789085
78.750000,-0.748691,-0.788100,-0.788100
79.218750,-0.742501,-0.787014,-0.787014
79.687500,-0.735857,-0.785824,-0.785824
80.156250,-0.728740,-0.784527,-0.784527
80.625000,-0.721130,-0.783118,-0.783118
81.093750,-0.713009,-0.781594,-0.781594
81.562500,-0.704356,-0.779951,-0.779951
82.031250,-0.695152,-0.778184,-0.778184
82.500000,-0.685377,-0.776290,-0.776290
82.968750,-0.675010,-0.774264,-0.774264
83.437500,-0.664034,-0.772103,-0.772103
83.906250,-0.652429,-0.769802,-0.769802
84.375000,-0.640177,-0.767356,-0.767356
84.843750,-0.627260,-0.764761,-0.764761
85.312500,-0.613664,-0.762014,-0.762014
85.781250,-0.599373,-0.759110,-0.759110
86.250000,-0.584377,-0.756044,-0.756044
86.718750,-0.568665,-0.752814,-0.752814
87.187500,-0.552229,-0.749414,-0.749414
87.656250,-0.535066,-0.745842,-0.745842
88.125000,-0.517174,-0.742093,-0.742093
88.593750,-0.498554,-0.738165,-0.738165
89.062500,-0.479213,-0.734054,-0.734054
89.531250,-0.459159,-0.729759,-0.729759
90.000000,-0.438408,-0.725277,-0.725277
90.468750,-0.416976,-0.720606,-0.720606
90.937500,-0.394888,-0.715744,-0.715744
91.406250,-0.372169,-0.710692,-0.710692
91.875000,-0.348852,-0.705448,-0.705448
92.343750,-0.324974,-0.700012,-0.700012
92.812500,-0.300575,-0.694386,-0.694386
93.281250,-0.275700,-0.688571,-0.688571
93.750000,-0.250398,-0.682569,-0.682569
94.218750,-0.224721,-0.676382,-0.676382
94.687500,-0.198726,-0.670013,-0.670013
95.156250,-0.172470,-0.663466,-0.663466
95.625000,-0.146013,-0.656746,-0.656746
96.093750,-0.119418,-0.649857,-0.649857
