time_s,raw,expanding_mean,rm_90s
60.000000,-0.451686,-0.451686,-0.451686
60.468750,-0.447336,-0.449511,-0.449511
60.937500,-0.443158,-0.447393,-0.447393
61.406250,-0.439159,-0.445335,-0.445335
61.875000,-0.435347,-0.443337,-0.443337
62.343750,-0.431727,-0.441402,-0.441402
62.812500,-0.428306,-0.439531,-0.439531
63.281250,-0.425087,-0.437726,-0.437726
63.750000,-0.422075,-0.435987,-0.435987
64.218750,-0.419273,-0.434315,-0.434315
64.687500,-0.416682,-0.432712,-0.432712
65.156250,-0.414302,-0.431178,-0.431178
65.625000,-0.412135,-0.429713,-0.429713
66.093750,-0.410177,-0.428318,-0.428318
66.562500,-0.408428,-0.426992,-0.426992
67.031250,-0.406884,-0.425735,-0.425735
67.500000,-0.405541,-0.424547,-0.424547
67.968750,-0.404393,-0.423428,-0.423428
68.437500,-0.403434,-0.422375,-0.422375
68.906250,-0.402658,-0.421389,-0.421389
69.375000,-0.402056,-0.420469,-0.420469
69.843750,-0.401621,-0.419612,-0.419612
70.312500,-0.401342,-0.418818,-0.418818
70.781250,-0.401210,-0.418084,-0.418084
71.250000,-0.401215,-0.417409,-0.417409
71.718750,-0.401345,-0.416791,-0.416791
72.187500,-0.401590,-0.416228,-0.416228
72.656250,-0.401937,-0.415718,-0.415718
73.125000,-0.402375,-0.415258,-0.415258
73.593750,-0.402892,-0.414846,-0.414846
74.062500,-0.403475,-0.414479,-0.414479
74.531250,-0.404112,-0.414155,-0.414155
75.000000,-0.404791,-0.413871,-0.413871
75.468750,-0.405500,-0.413625,-0.413625
75.937500,-0.406226,-0.413414,-0.413414
76.406250,-0.406957,-0.413234,-0.413234
76.875000,-0.407682,-0.413084,-0.413084
77.343750,-0.408390,-0.412961,-0.412961
77.812500,-0.409069,-0.412861,-0.412861
78.281250,-0.409708,-0.412782,-0.412782
78.750000,-0.410297,-0.412721,-0.412721
79.218750,-0.410825,-0.412676,-0.412676
79.687500,-0.411283,-0.412644,-0.412644
80.156250,-0.411662,-0.412622,-0.412622
80.625000,-0.411953,-0.412607,-0.412607
81.093750,-0.412147,-0.412597,-0.412597
81.562500,-0.412237,-0.412589,-0.412589
82.031250,-0.412215,-0.412581,-0.412581
82.500000,-0.412073,-0.412571,-0.412571
82.968750,-0.411806,-0.412556,-0.412556
83.437500,-0.411407,-0.412533,-0.412533
83.906250,-0.410871,-0.412501,-0.412501
84.375000,-0.410191,-0.412458,-0.412458
84.843750,-0.409364,-0.412400,-0.412400
85.312500,-0.408384,-0.412327,-0.412327
85.781250,-0.407248,-0.412237,-0.412237
86.250000,-0.405952,-0.412126,-0.412126
86.718750,-0.404493,-0.411995,-0.411995
87.187500,-0.402868,-0.411840,-0.411840
87.656250,-0.401074,-0.411661,-0.411661
88.125000,-0.399110,-0.411455,-0.411455
88.593750,-0.396973,-0.411221,-0.411221
89.062500,-0.394662,-0.410958,-0.410958
89.531250,-0.392176,-0.410665,-0.410665
90.000000,-0.389514,-0.410340,-0.410340
90.468750,-0.386675,-0.409981,-0.409981
90.937500,-0.383660,-0.409588,-0.409588
91.406250,-0.380468,-0.409160,-0.409160
91.875000,-0.377100,-0.408695,-0.408695
92.343750,-0.373556,-0.408193,-0.408193
92.812500,-0.369837,-0.407653,-0.407653
93.281250,-0.365945,-0.407074,-0.407074
93.750000,-0.361881,-0.406455,-0.406455
94.218750,-0.357646,-0.405795,-0.405795
94.687500,-0.353243,-0.405094,-0.405094
95.156250,-0.348674,-0.404352,-0.404352
95.625000,-0.343940,-0.403567,-0.403567
96.093750,-0.339046,-0.402740,-0.402740
96.562500,-0.333993,-0.401870,-0.401870
97.031250,-0.328785,-0.400956,-0.400956
97.500000,-0.323425,-0.399999,-0.399999
97.968750,-0.317917,-0.398998,-0.398998
98.437500,-0.312265,-0.397953,-0.397953
98.906250,-0.306472,-0.396864,-0.396864
99.375000,-0.300544,-0.395731,-0.395731
99.843750,-0.294483,-0.394554,-0.394554
100.312500,-0.288295,-0.393332,-0.393332
100.781250,-0.281984,-0.392067,-0.392067
101.250000,-0.275557,-0.390758,-0.390758
101.718750,-0.269016,-0.389405,-0.389405
102.187500,-0.262369,-0.388009,-0.388009
102.656250,-0.255620,-0.386570,-0.386570
103.125000,-0.248775,-0.385089,-0.385089
103.593750,-0.241840,-0.383565,-0.383565
104.062500,-0.234821,-0.381999,-0.381999
104.531250,-0.227723,-0.380392,-0.380392
105.000000,-0.220552,-0.378744,-0.378744
105.468750,-0.213316,-0.377056,-0.377056
105.937500,-0.206019,-0.375328,-0.375328
106.406250,-0.198669,-0.373562,-0.373562
106.875000,-0.191271,-0.371757,-0.371757
107.343750,-0.183833,-0.369915,-0.369915
107.812500,-0.176360,-0.368035,-0.368035
108.281250,-0.168859,-0.366120,-0.366120
108.750000,-0.161336,-0.364170,-0.364170
