time_s,raw,expanding_mean,rm_90s
60.000000,-0.686944,-0.686944,-0.686944
60.468750,-0.688599,-0.687771,-0.687771
60.937500,-0.690401,-0.688648,-0.688648
61.406250,-0.692349,-0.689573,-0.689573
61.875000,-0.694442,-0.690547,-0.690547
62.343750,-0.696679,-0.691569,-0.691569
62.812500,-0.699055,-0.692638,-0.692638
63.281250,-0.701569,-0.693755,-0.693755
63.750000,-0.704214,-0.694917,-0.694917
64.218750,-0.706987,-0.696124,-0.696124
64.687500,-0.709880,-0.697374,-0.697374
65.156250,-0.712888,-0.698667,-0.698667
65.625000,-0.716002,-0.700001,-0.700001
66.093750,-0.719216,-0.701373,-0.701373
66.562500,-0.722520,-0.702783,-0.702783
67.031250,-0.725905,-0.704228,-0.704228
67.500000,-0.729362,-0.705706,-0.705706
67.968750,-0.732882,-0.707216,-0.707216
68.437500,-0.736454,-0.708755,-0.708755
68.906250,-0.740068,-0.710321,-0.710321
69.375000,-0.743715,-0.711911,-0.711911
69.843750,-0.747384,-0.713523,-0.713523
70.312500,-0.751066,-0.715156,-0.715156
70.781250,-0.754750,-0.716805,-0.716805
71.250000,-0.758428,-0.718470,-0.718470
71.718750,-0.762091,-0.720148,-0.720148
72.187500,-0.765729,-0.721836,-0.721836
72.656250,-0.769336,-0.723533,-0.723533
73.125000,-0.772902,-0.725235,-0.725235
73.593750,-0.776421,-0.726941,-0.726941
74.062500,-0.779886,-0.728649,-0.728649
74.531250,-0.783291,-0.730357,-0.730357
75.000000,-0.786630,-0.732062,-0.732062
75.468750,-0.789899,-0.733763,-0.733763
75.937500,-0.793094,-0.735458,-0.735458
76.406250,-0.796209,-0.737146,-0.737146
76.875000,-0.799243,-0.738824,-0.738824
77.343750,-0.802191,-0.740491,-0.740491
77.812500,-0.805052,-0.742147,-0.742147
78.281250,-0.807824,-0.743789,-0.743789
78.750000,-0.810504,-0.745416,-0.745416
79.218750,-0.813093,-0.747027,-0.747027
79.687500,-0.815589,-0.748622,-0.748622
80.156250,-0.817992,-0.750198,-0.750198
80.625000,-0.820301,-0.751756,-0.751756
81.093750,-0.822516,-0.753294,-0.753294
81.562500,-0.824639,-0.754812,-0.754812
82.031250,-0.826669,-0.756309,-0.756309
82.500000,-0.828606,-0.757785,-0.757785
82.968750,-0.830453,-0.759238,-0.759238
83.437500,-0.832209,-0.760669,-0.760669
83.906250,-0.833876,-0.762077,-0.762077
84.375000,-0.835455,-0.763461,-0.763461
84.843750,-0.836947,-0.764822,-0.764822
85.312500,-0.838353,-0.766159,-0.766159
85.781250,-0.839673,-0.767472,-0.767472
86.250000,-0.840910,-0.768760,-0.768760
86.718750,-0.842065,-0.770024,-0.770024
87.187500,-0.843138,-0.771263,-0.771263
87.656250,-0.844132,-0.772478,-0.772478
88.125000,-0.845045,-0.773668,-0.773668
88.593750,-0.845881,-0.774832,-0.774832
89.062500,-0.846639,-0.775972,-0.775972
89.531250,-0.847321,-0.777087,-0.777087
90.000000,-0.847926,-0.778177,-0.778177
90.468750,-0.848457,-0.779242,-0.779242
90.937500,-0.848913,-0.780281,-0.780281
91.406250,-0.849295,-0.781296,-0.781296
91.875000,-0.849603,-0.782286,-0.782286
