time_s,raw,expanding_mean,rm_60s,rm_90s,rm_120s
60.000000,-0.597058,-0.597058,-0.597058,-0.597058,-0.597058
60.468750,-0.594211,-0.595634,-0.595634,-0.595634,-0.595634
60.937500,-0.591504,-0.594258,-0.594258,-0.594258,-0.594258
61.406250,-0.588943,-0.592929,-0.592929,-0.592929,-0.592929
61.875000,-0.586530,-0.591649,-0.591649,-0.591649,-0.591649
62.343750,-0.584270,-0.590419,-0.590419,-0.590419,-0.590419
62.812500,-0.582164,-0.589240,-0.589240,-0.589240,-0.589240
63.281250,-0.580213,-0.588112,-0.588112,-0.588112,-0.588112
63.750000,-0.578419,-0.587035,-0.587035,-0.587035,-0.587035
64.218750,-0.576780,-0.586009,-0.586009,-0.586009,-0.586009
64.687500,-0.575296,-0.585035,-0.585035,-0.585035,-0.585035
65.156250,-0.573964,-0.584113,-0.584113,-0.584113,-0.584113
65.625000,-0.572782,-0.583241,-0.583241,-0.583241,-0.583241
66.093750,-0.571746,-0.582420,-0.582420,-0.582420,-0.582420
66.562500,-0.570851,-0.581649,-0.581649,-0.581649,-0.581649
67.031250,-0.570093,-0.580926,-0.580926,-0.580926,-0.580926
67.500000,-0.569467,-0.580252,-0.580252,-0.580252,-0.580252
67.968750,-0.568965,-0.579625,-0.579625,-0.579625,-0.579625
68.437500,-0.568582,-0.579044,-0.579044,-0.579044,-0.579044
68.906250,-0.568311,-0.578507,-0.578507,-0.578507,-0.578507
69.375000,-0.568144,-0.578014,-0.578014,-0.578014,-0.578014
69.843750,-0.568074,-0.577562,-0.577562,-0.577562,-0.577562
70.312500,-0.568094,-0.577150,-0.577150,-0.577150,-0.577150
70.781250,-0.568196,-0.576777,-0.576777,-0.576777,-0.576777
71.250000,-0.568372,-0.576441,-0.576441,-0.576441,-0.576441
71.718750,-0.568614,-0.576140,-0.576140,-0.576140,-0.576140
72.187500,-0.568914,-0.575872,-0.575872,-0.575872,-0.575872
72.656250,-0.569266,-0.575636,-0.575636,-0.575636,-0.575636
73.125000,-0.569661,-0.575430,-0.575430,-0.575430,-0.575430
73.593750,-0.570092,-0.575252,-0.575252,-0.575252,-0.575252
74.062500,-0.570552,-0.575101,-0.575101,-0.575101,-0.575101
74.531250,-0.571034,-0.574974,-0.574974,-0.574974,-0.574974
75.000000,-0.571532,-0.574869,-0.574869,-0.574869,-0.574869
75.468750,-0.572038,-0.574786,-0.574786,-0.574786,-0.574786
75.937500,-0.572548,-0.574722,-0.574722,-0.574722,-0.574722
76.406250,-0.573055,-0.574676,-0.574676,-0.574676,-0.574676
76.875000,-0.573553,-0.574646,-0.574646,-0.574646,-0.574646
