time_s,raw,expanding_mean,rm_60s,rm_90s,rm_120s
60.000000,-0.627014,-0.627014,-0.627014,-0.627014,-0.627014
60.468750,-0.620597,-0.623806,-0.623806,-0.623806,-0.623806
60.937500,-0.614226,-0.620612,-0.620612,-0.620612,-0.620612
61.406250,-0.607907,-0.617436,-0.617436,-0.617436,-0.617436
61.875000,-0.601649,-0.614279,-0.614279,-0.614279,-0.614279
62.343750,-0.595457,-0.611142,-0.611142,-0.611142,-0.611142
62.812500,-0.589336,-0.608027,-0.608027,-0.608027,-0.608027
63.281250,-0.583290,-0.604935,-0.604935,-0.604935,-0.604935
63.750000,-0.577324,-0.601867,-0.601867,-0.601867,-0.601867
64.218750,-0.571440,-0.598824,-0.598824,-0.598824,-0.598824
64.687500,-0.565641,-0.595807,-0.595807,-0.595807,-0.595807
65.156250,-0.559927,-0.592817,-0.592817,-0.592817,-0.592817
65.625000,-0.554300,-0.589854,-0.589854,-0.589854,-0.589854
66.093750,-0.548759,-0.586919,-0.586919,-0.586919,-0.586919
66.562500,-0.543304,-0.584011,-0.584011,-0.584011,-0.584011
67.031250,-0.537932,-0.581131,-0.581131,-0.581131,-0.581131
67.500000,-0.532643,-0.578279,-0.578279,-0.578279,-0.578279
67.968750,-0.527433,-0.575454,-0.575454,-0.575454,-0.575454
68.437500,-0.522299,-0.572657,-0.572657,-0.572657,-0.572657
68.906250,-0.517237,-0.569886,-0.569886,-0.569886,-0.569886
69.375000,-0.512243,-0.567141,-0.567141,-0.567141,-0.567141
69.843750,-0.507313,-0.564421,-0.564421,-0.564421,-0.564421
70.312500,-0.502441,-0.561727,-0.561727,-0.561727,-0.561727
70.781250,-0.497623,-0.559056,-0.559056,-0.559056,-0.559056
71.250000,-0.492853,-0.556407,-0.556407,-0.556407,-0.556407
71.718750,-0.488124,-0.553781,-0.553781,-0.553781,-0.553781
72.187500,-0.483433,-0.551176,-0.551176,-0.551176,-0.551176
72.656250,-0.478771,-0.548590,-0.548590,-0.548590,-0.548590
73.125000,-0.474134,-0.546022,-0.546022,-0.546022,-0.546022
73.593750,-0.469516,-0.543472,-0.543472,-0.543472,-0.543472
74.062500,-0.464910,-0.540938,-0.540938,-0.540938,-0.540938
74.531250,-0.460310,-0.538418,-0.538418,-0.538418,-0.538418
75.000000,-0.455710,-0.535912,-0.535912,-0.535912,-0.535912
75.468750,-0.451105,-0.533418,-0.533418,-0.533418,-0.533418
75.937500,-0.446488,-0.530934,-0.530934,-0.530934,-0.530934
76.406250,-0.441855,-0.528460,-0.528460,-0.528460,-0.528460
76.875000,-0.437198,-0.525993,-0.525993,-0.525993,-0.525993
77.343750,-0.432513,-0.523533,-0.523533,-0.523533,-0.523533
77.812500,-0.427796,-0.521078,-0.521078,-0.521078,-0.521078
78.281250,-0.423040,-0.518627,-0.518627,-0.518627,-0.518627
78.750000,-0.418242,-0.516179,-0.516179,-0.516179,-0.516179
79.218750,-0.413396,-0.513732,-0.513732,-0.513732,-0.513732
79.687500,-0.408498,-0.511284,-0.511284,-0.511284,-0.511284
80.156250,-0.403545,-0.508836,-0.508836,-0.508836,-0.508836
80.625000,-0.398532,-0.506385,-0.506385,-0.506385,-0.506385
81.093750,-0.393457,-0.503930,-0.503930,-0.503930,-0.503930
81.562500,-0.388315,-0.501470,-0.501470,-0.501470,-0.501470
82.031250,-0.383104,-0.499004,-0.499004,-0.499004,-0.499004
82.500000,-0.377821,-0.496531,-0.496531,-0.496531,-0.496531
82.968750,-0.372464,-0.494049,-0.494049,-0.494049,-0.494049
83.437500,-0.367031,-0.491559,-0.491559,-0.491559,-0.491559
83.906250,-0.361519,-0.489058,-0.489058,-0.489058,-0.489058
84.375000,-0.355928,-0.486546,-0.486546,-0.486546,-0.486546
84.843750,-0.350256,-0.484022,-0.484022,-0.484022,-0.484022
85.312500,-0.344503,-0.481485,-0.481485,-0.481485,-0.481485
85.781250,-0.338667,-0.478935,-0.478935,-0.478935,-0.478935
86.250000,-0.332749,-0.476370,-0.476370,-0.476370,-0.476370
86.718750,-0.326748,-0.473791,-0.473791,-0.473791,-0.473791
87.187500,-0.320666,-0.471195,-0.471195,-0.471195,-0.471195
87.656250,-0.314502,-0.468584,-0.468584,-0.468584,-0.468584
88.125000,-0.308258,-0.465956,-0.465956,-0.465956,-0.465956
88.593750,-0.301936,-0.463310,-0.463310,-0.463310,-0.463310
89.062500,-0.295537,-0.460647,-0.460647,-0.460647,-0.460647
89.531250,-0.289062,-0.457966,-0.457966,-0.457966,-0.457966
90.000000,-0.282515,-0.455267,-0.455267,-0.455267,-0.455267
90.468750,-0.275898,-0.452549,-0.452549,-0.452549,-0.452549
90.937500,-0.269214,-0.449813,-0.449813,-0.449813,-0.449813
91.406250,-0.262466,-0.447058,-0.447058,-0.447058,-0.447058
91.875000,-0.255658,-0.444284,-0.444284,-0.444284,-0.444284
92.343750,-0.248794,-0.441491,-0.441491,-0.441491,-0.441491
92.812500,-0.241878,-0.438680,-0.438680,-0.438680,-0.438680
93.281250,-0.234915,-0.435850,-0.435850,-0.435850,-0.435850
