time_s,raw,expanding_mean,rm_90s
60.000000,-0.727703,-0.727703,-0.727703
60.468750,-0.725575,-0.726639,-0.726639
60.937500,-0.723520,-0.725599,-0.725599
61.406250,-0.721544,-0.724585,-0.724585
61.875000,-0.719653,-0.723599,-0.723599
62.343750,-0.717854,-0.722641,-0.722641
62.812500,-0.716152,-0.721714,-0.721714
63.281250,-0.714554,-0.720819,-0.720819
63.750000,-0.713063,-0.719957,-0.719957
64.218750,-0.711684,-0.719130,-0.719130
64.687500,-0.710420,-0.718338,-0.718338
65.156250,-0.709275,-0.717583,-0.717583
65.625000,-0.708251,-0.716865,-0.716865
66.093750,-0.707349,-0.716185,-0.716185
66.562500,-0.706570,-0.715544,-0.715544
67.031250,-0.705914,-0.714943,-0.714943
67.500000,-0.705382,-0.714380,-0.714380
67.968750,-0.704971,-0.713857,-0.713857
68.437500,-0.704681,-0.713374,-0.713374
68.906250,-0.704508,-0.712931,-0.712931
69.375000,-0.704450,-0.712527,-0.712527
69.843750,-0.704504,-0.712163,-0.712163
70.312500,-0.704664,-0.711837,-0.711837
70.781250,-0.704928,-0.711549,-0.711549
71.250000,-0.705289,-0.711298,-0.711298
71.718750,-0.705744,-0.711085,-0.711085
72.187500,-0.706286,-0.710907,-0.710907
72.656250,-0.706911,-0.710764,-0.710764
73.125000,-0.707611,-0.710656,-0.710656
73.593750,-0.708382,-0.710580,-0.710580
74.062500,-0.709216,-0.710536,-0.710536
74.531250,-0.710109,-0.710522,-0.710522
75.000000,-0.711053,-0.710538,-0.710538
75.468750,-0.712043,-0.710583,-0.710583
75.937500,-0.713073,-0.710654,-0.710654
76.406250,-0.714136,-0.710751,-0.710751
76.875000,-0.715228,-0.710872,-0.710872
77.343750,-0.716341,-0.711016,-0.711016
77.812500,-0.717471,-0.711181,-0.711181
78.281250,-0.718612,-0.711367,-0.711367
78.750000,-0.719759,-0.711572,-0.711572
79.218750,-0.720907,-0.711794,-0.711794
79.687500,-0.722050,-0.712032,-0.712032
80.156250,-0.723185,-0.712286,-0.712286
80.625000,-0.724306,-0.712553,-0.712553
81.093750,-0.725410,-0.712832,-0.712832
81.562500,-0.726491,-0.713123,-0.713123
82.031250,-0.727547,-0.713424,-0.713424
82.500000,-0.728574,-0.713733,-0.713733
82.968750,-0.729567,-0.714049,-0.714049
83.437500,-0.730523,-0.714372,-0.714372
83.906250,-0.731440,-0.714701,-0.714701
84.375000,-0.732314,-0.715033,-0.715033
84.843750,-0.733142,-0.715368,-0.715368
85.312500,-0.733921,-0.715706,-0.715706
85.781250,-0.734649,-0.716044,-0.716044
86.250000,-0.735323,-0.716382,-0.716382
86.718750,-0.735940,-0.716719,-0.716719
87.187500,-0.736500,-0.717055,-0.717055
87.656250,-0.736999,-0.717387,-0.717387
88.125000,-0.737435,-0.717716,-0.717716
88.593750,-0.737807,-0.718040,-0.718040
89.062500,-0.738112,-0.718358,-0.718358
89.531250,-0.738350,-0.718671,-0.718671
90.000000,-0.738518,-0.718976,-0.718976
90.468750,-0.738615,-0.719274,-0.719274
90.937500,-0.738640,-0.719563,-0.719563
91.406250,-0.738592,-0.719842,-0.719842
91.875000,-0.738469,-0.720112,-0.720112
92.343750,-0.738270,-0.720372,-0.720372
92.812500,-0.737995,-0.720620,-0.720620
93.281250,-0.737643,-0.720856,-0.720856
93.750000,-0.737214,-0.721081,-0.721081
94.218750,-0.736706,-0.721292,-0.721292
94.687500,-0.736119,-0.721489,-0.721489
95.156250,-0.735453,-0.721673,-0.721673
95.625000,-0.734708,-0.721842,-0.721842
96.093750,-0.733884,-0.721997,-0.721997
96.562500,-0.732981,-0.722136,-0.722136
97.031250,-0.732000,-0.722259,-0.722259
97.500000,-0.730940,-0.722366,-0.722366
97.968750,-0.729803,-0.722457,-0.722457
98.437500,-0.728590,-0.722531,-0.722531
98.906250,-0.727301,-0.722588,-0.722588
99.375000,-0.725938,-0.722627,-0.722627
99.843750,-0.724502,-0.722649,-0.722649
100.312500,-0.722994,-0.722653,-0.722653
100.781250,-0.721417,-0.722639,-0.722639
101.250000,-0.719772,-0.722607,-0.722607
101.718750,-0.718062,-0.722556,-0.722556
102.187500,-0.716288,-0.722487,-0.722487
102.656250,-0.714455,-0.722400,-0.722400
103.125000,-0.712564,-0.722294,-0.722294
103.593750,-0.710619,-0.722170,-0.722170
104.062500,-0.708624,-0.722027,-0.722027
104.531250,-0.706580,-0.721866,-0.721866
105.000000,-0.704494,-0.721687,-0.721687
105.468750,-0.702368,-0.721490,-0.721490
105.937500,-0.700206,-0.721275,-0.721275
106.406250,-0.698014,-0.721043,-0.721043
106.875000,-0.695796,-0.720793,-0.720793
107.343750,-0.693556,-0.720526,-0.720526
107.812500,-0.691300,-0.720242,-0.720242
108.281250,-0.689034,-0.719942,-0.719942
108.750000,-0.686761,-0.719626,-0.719626
109.218750,-0.684489,-0.719294,-0.719294
109.687500,-0.682222,-0.718948,-0.718948
110.156250,-0.679966,-0.718587,-0.718587
110.625000,-0.677727,-0.718212,-0.718212
111.093750,-0.675510,-0.717824,-0.717824
111.562500,-0.673323,-0.717423,-0.717423
112.031250,-0.671169,-0.717010,-0.717010
112.500000,-0.669056,-0.716586,-0.716586
112.968750,-0.666989,-0.716151,-0.716151
113.437500,-0.664974,-0.715706,-0.715706
113.906250,-0.663016,-0.715251,-0.715251
114.375000,-0.661120,-0.714789,-0.714789
114.843750,-0.659292,-0.714318,-0.714318
115.312500,-0.657536,-0.713841,-0.713841
115.781250,-0.655858,-0.713358,-0.713358
116.250000,-0.654262,-0.712870,-0.712870
116.718750,-0.652752,-0.712377,-0.712377
