dz
-1.611560
-1.304354
-1.581939
-1.387640
-0.697926
-0.980631
-1.345503
-1.489705
-1.301198
-1.268549
-1.162695
-1.251632
-0.789008
-1.336408
-0.999005
-1.622809
-0.720182
-1.216666
-1.165727
-1.318544
-1.224934
-1.613236
-1.083600
-1.257968
-1.016315
-1.022424
-1.500400
-1.402862
-1.158895
-1.062243
-0.824326
-1.573445
-1.367436
-2.351320
-1.309909
-1.175028
-0.999707
-0.918833
-1.726036
-1.726067
-1.392446
-1.008170
-1.949833
-1.086905
-1.459160
-1.025205
-1.608254
-1.131807
-1.276318
-1.145429
-1.321122
-1.768795
-0.893395
-1.561204
-2.073403
-1.039668
-1.372873
-2.912385
-1.170917
-1.039749
-0.957822
-1.698263
-1.316537
-1.592829
-1.483175
-1.134084
-1.067446
-1.318184
-1.378919
-1.430078
-1.081152
-1.269329
-2.138951
-0.965956
-1.342171
-1.335580
-1.507298
-1.113518
-1.130455
-1.025830
-1.311529
-1.398024
-1.241726
-1.390377
-1.267791
-1.292958
-1.041240
-1.093106
-1.361829
-1.321455
-1.252270
-1.589279
-1.226217
-1.059912
-1.135104
-1.405487
-1.215001
-1.012392
-1.376833
-1.792926
-1.304354
-0.787610
-1.447301
-1.083049
-1.450772
-1.014176
-1.953918
-1.657222
-1.209618
-1.104291
-1.174508
-1.360942
-1.095621
-0.965616
-1.176302
-1.299338
-1.152147
-1.901064
-1.399259
-1.151859
-1.309698
-1.108556
-0.824816
-1.276950
-1.218932
-1.736741
-1.265243
-1.396324
-1.616284
-1.633874
-1.402990
-1.272265
-1.635157
-1.287205
-0.780861
-0.994096
-1.616122
-1.376833
-1.466255
-1.465359
-1.147610
-1.329339
-1.424286
-1.203880
-2.099723
-0.949171
-1.042273
-1.374498
-1.489770
-1.107180
-1.105387
-1.056911
-1.434963
-1.281712
-1.393502
-1.488772
-0.891076
-1.136594
-1.248376
-0.991811
-1.445796
-1.288536
-1.256035
-1.637133
-1.053068
-1.155387
-1.624321
-1.606106
-0.658005
-1.336140
-1.380224
-0.969026
-0.994186
-1.487902
-1.388963
-1.208772
-1.062661
-1.457702
-1.839434
-1.483823
-1.197620
-1.131370
-1.236980
-1.311146
-1.088911
-1.821905
-1.356851
-1.298518
-1.379240
-1.175675
-2.198034
-0.962784
-1.151469
-2.011465
-1.308653
-1.462364
-0.989530
-1.095979
-1.295648
-1.448524
-1.273529
-1.492765
-0.979820
-1.319257
-1.209619
-1.401779
-1.228966
-2.139011
-1.374712
-1.437738
-1.710131
-1.042637
-1.676851
-1.293666
-1.170023
-0.825512
-1.066019
-1.437008
-0.948665
-1.109161
-0.980465
-1.145774
-1.604149
-1.747037
-1.171332
-0.771609
-2.108343
-1.306052
-1.243618
-1.091020
-1.233143
-1.233756
-1.785146
-1.005733
-1.360287
-1.401779
-1.366643
-1.509427
-1.293983
-1.637390
-1.215800
-1.647832
-1.300214
-0.879132
-1.063034
-1.395863
-2.054717
-1.303410
-1.633827
-1.009971
-1.757972
-0.975966
-1.289979
-1.187521
-1.134618
-1.298576
-1.330316
-1.167357
-1.231951
-1.287606
-1.226765
-1.004623
-1.611915
-0.859227
-1.427305
-1.336256
-1.198894
-1.272721
-1.100607
-1.034772
-0.960445
-1.182069
-1.296519
-1.944190
-1.290223
-1.527593
-1.143914
-1.233143
-1.483823
-0.977927
-1.184285
-0.902922
-1.220238
-1.035553
-1.070730
-1.584548
-2.256268
-1.257834
-0.863772
-1.294094
-1.287805
-1.426677
-0.868871
-1.369216
-1.102109
-1.114127
-1.741508
-1.162846
-0.941056
-0.966500
-1.370188
-1.725192
-1.756256
-2.119787
-1.357174
-0.770038
-1.653453
-1.615323
-1.265643
-1.089328
-1.124266
-0.890102
-1.050526
-1.627265
-1.412016
-0.962816
-1.135943
-1.017036
-1.046058
-1.113672
-1.182183
-1.320956
-1.459413
-1.023590
-1.157799
-1.897507
-1.337107
-1.375615
-1.059318
-1.171679
-1.024744
-1.816337
-1.232123
-1.863162
-1.198401
-1.918047
-1.118159
-1.422832
-1.157440
-1.534064
-0.881423
-1.351118
-1.212988
-1.747213
-0.893605
-1.044148
-1.127345
-1.411317
-1.501901
-1.263736
-1.458342
-1.195807
-1.037065
-1.306976
-1.335647
-1.186925
-1.036530
-2.147722
-1.042869
-1.113907
-1.844811
-1.478758
-1.239909
-0.971527
-1.698159
-1.166233
-1.004296
-1.028592
-1.529689
-1.204227
-1.020789
-1.536675
-1.458668
-1.000697
-1.318271
-1.016858
-1.246494
-1.156065
-1.148724
-1.141181
-1.207837
-1.192789
-1.274272
-1.900716
-1.015574
-1.041843
-1.320563
-1.106769
-0.786584
-1.353826
-0.957847
-0.818253
-0.868543
-0.850946
-0.886005
-1.563677
-1.226306
-1.076859
-2.000954
-1.144875
-0.770494
-0.951738
-1.074531
-0.970922
-1.106505
-1.483823
-1.348131
-2.023458
-1.070785
-1.264537
-1.236343
-1.264207
-0.869316
-1.588118
-1.043351
-1.114903
-1.044209
-1.272560
-0.953368
-1.217013
-1.162030
-1.066820
-1.324515
-1.350301
-0.886201
-0.991022
-1.679890
-0.922989
-0.917138
-0.915848
-1.092309
-1.654424
-1.476154
-1.575863
-1.699890
-1.053489
-1.231500
-1.745475
-1.665065
-0.703471
-1.590979
-1.425575
-1.143013
-1.821155
-1.331851
-0.887592
-1.514959
-0.899272
-1.447779
-1.048746
-1.033903
-1.172548
-0.933401
-1.510653
-1.196539
-1.641982
-1.215934
-1.544292
-1.570724
-1.306333
-1.169301
-1.227772
-1.313714
-1.618205
-1.264962
-1.058117
-1.043458
-1.404659
-1.416132
-1.598520
-1.508701
-1.655400
-0.969679
-1.036252
-1.011203
-1.186449
-1.150886
-1.481338
-1.122660
-1.334846
-1.189751
-1.937505
-1.520362
-1.271021
-1.290885
-1.486318
-1.047541
-1.175925
-1.316570
-1.496238
-1.455696
-1.530789
-1.245025
-1.205397
-0.879977
-1.265123
-0.996255
-1.315578
-1.331851
-0.961726
-1.886508
-1.286148
-0.982437
-1.321068
-1.192121
-1.562779
-1.054634
-1.395396
-1.226236
-1.438475
-1.597528
-1.637359
-1.209733
-1.372007
-1.147770
-1.105303
-1.633408
-1.093773
-1.503307
-1.754062
-1.102604
-0.894063
-1.787094
-1.508982
-1.185107
-1.292277
-1.728239
-1.333098
-1.317666
-1.387924
-1.196189
-1.062658
-1.707131
-1.260910
-1.273328
-1.279730
-1.075501
-1.116299
-1.463918
-1.014762
-0.980596
-1.529731
-1.092309
-0.983422
-1.128115
-1.266468
-1.322451
-0.823355
-0.794078
-1.385662
-0.752799
-1.061221
-1.522382
-1.452691
-1.345456
-1.415804
-1.320435
-1.281725
-1.257007
-1.224077
-1.250840
-1.453995
-1.151904
-1.564682
-1.808998
-1.289031
-1.396077
-1.330289
-1.407777
-1.559949
-1.352338
-1.491704
-0.800693
-1.873756
-1.049297
-1.110471
-1.828343
-1.462854
-1.214413
-1.521718
-1.324723
-1.233263
-1.700104
-2.194579
-1.516004
-1.292569
-1.048611
-1.230268
-1.651203
-0.994651
-0.947340
-1.038398
-1.177284
-1.270873
-1.391328
-1.048885
-1.168737
-0.750769
-1.006386
-1.029698
-0.826317
-1.627119
-1.248382
-0.976189
-1.378535
-0.825819
-1.324133
-1.520962
-1.450080
-1.434326
-2.030138
-1.554248
-1.475119
-1.182177
-1.295735
-1.168073
-1.321881
-1.355377
-0.735797
-1.346946
-1.079088
-0.942205
-1.394794
-1.938473
-0.915452
-1.288139
-1.666194
-0.927820
-1.164738
-1.272628
-1.128474
-1.269164
-0.805570
-1.306599
-1.659022
-1.556466
-1.338601
-1.357470
-1.494885
-0.943783
-1.748238
-1.472411
-1.215750
-1.508703
-2.053519
-0.994037
-1.176142
-1.068268
-0.992309
-1.924470
-1.285392
-1.126422
-1.133242
-0.963207
-1.432178
-1.391328
-1.997813
-1.774133
-1.415347
-1.501989
-0.875972
-1.293105
-1.320635
-1.596210
-1.263678
-1.417351
-1.274412
-1.050640
-1.206970
-1.236789
-1.427766
-1.379373
-1.273166
-1.203031
-1.069668
-1.548448
-1.314829
-1.691766
-1.222933
-2.187627
-1.106592
-1.331212
-1.176719
-0.994037
-1.397932
-0.870549
-0.645727
-1.326681
-1.364366
-1.420925
-1.322900
-1.440645
-1.189675
-1.093106
-1.416353
-0.801575
-1.091733
-1.447005
-2.379817
-1.361088
-1.109725
-1.214846
-1.035151
-1.184113
-0.992405
-1.877789
-0.970028
-1.616351
-1.499674
-0.834536
-1.284450
-1.506033
-1.342170
-0.744112
-0.717892
-1.055940
-1.012356
-1.362435
-1.176719
-1.130238
-1.107454
-1.383599
-1.199455
-0.955243
-2.090069
-1.075501
-1.364982
-1.261113
-0.878691
-1.141935
-1.211265
-1.036156
-1.451308
-1.243950
-1.075978
-0.964915
-0.752644
-1.207221
-1.011782
-1.014035
-1.937401
-1.595570
-1.394167
-1.161926
-2.504201
-1.945875
-0.959273
-1.133242
-1.086179
-1.172746
-1.092111
-1.457036
-1.241336
-1.186437
-2.091311
-1.550287
-1.979842
-1.134129
-1.321122
-1.194878
-1.831372
-1.391328
-1.165209
-1.604522
-1.714581
-1.912389
-1.334847
-1.270701
-1.800650
-1.102776
-1.229769
-0.892263
-1.219803
-0.760104
-1.659629
-1.111205
-1.367099
-1.088640
-1.136321
-1.109478
-1.126286
-1.589054
-1.191818
-0.999337
-2.323262
-0.921408
-1.545692
-1.404572
-1.334622
-1.385755
-1.254359
-1.009390
-1.286142
-1.098632
-1.696731
-0.923125
-1.120577
-1.982347
-0.911746
-1.102593
-0.937354
-1.078028
-1.389910
-1.156311
-0.993789
-1.059703
-1.559171
-1.250840
-1.504358
-2.000954
-1.222146
-1.260420
-1.671166
-1.641025
-1.311449
-0.968155
-1.842458
-1.348432
-1.348645
-1.212931
-1.453970
-1.039890
-1.159908
-0.961862
-1.241033
-1.575371
-1.351363
-1.964223
-1.299666
-1.146037
-1.140804
-1.075862
-1.078139
-1.086179
-1.263678
-1.597004
-1.095044
-1.154016
-1.109157
-1.708501
-1.532420
-0.859033
-1.148249
-1.361270
-1.159909
-1.261366
-1.484632
-0.990533
-1.751346
-1.128590
-1.038208
-1.860686
-1.507821
-1.293255
-0.942519
-1.135990
-0.866008
-1.227149
-1.397163
-1.140765
-1.262680
-1.180125
-1.683650
-1.334622
-0.789895
-1.275966
-1.050526
-1.088501
